# CLASS: Target_Behavior
# IRI: http://surveys.nees.com.br/ontologies/gado_full.owl#Target_Behavior
# COLUMNS:
#   id: id — Unique identifier, e.g. targetBehavior_0001
#   archetypeBehavior: data — str
#   archetypeBrainRegion: data — str
#   archetypeChemicalMessenger: data — str
#   archetypeLikes: data — str
#   time: data — float
#   value: data — float
#   desiredPoints: data — str
#   domain: data — str
#   description: data — str
#   importanceLevel: data — str
#   issue: data — str
#   hasPG: data — str
#   hasPS: data — str
#   hasPT: data — str
#   ckType: data — str
#   cluster: data — str
#   difficulty: data — str
#   precedence: data — str
#   rate: data — str
#   totalWeight: data — str
#   weight: data — str
#   hasCalculations: data — str
#   hasSuggestedTags: data — str
#   has_Answers: data — str
#   has_Epoch: data — str
#   has_Knowledge: data — str
#   has_token: data — str
#   superKC: data — str
#   OptionAnswer: data — str
#   comment: data — str
#   context: data — str
#   corrected: data — str
#   currentOperation: data — str
#   developmentStatus: data — str
#   duration: data — str
#   enabled: data — str
#   endDate: data — str
#   error: data — str
#   exercise: data — str
#   hint: data — str
#   item: data — str
#   level: data — str
#   methodDescription: data — str
#   methodStep: data — str
#   methodname: data — str
#   multipleChoiceAnswer: data — str
#   numberOfFavorites: data — str
#   numberOfViews: data — str
#   order: data — str
#   posting_date: data — str
#   posting_hour: data — str
#   question: data — str
#   resolution: data — str
#   size: data — str
#   startDate: data — str
#   stepName: data — str
#   stepOrder: data — str
#   subjects: data — str
#   submmitedDate: data — str
#   term: data — str
#   title: data — str
#   tokenized_statement: data — str
#   type_Test: data — str
#   REF_account_of: object — Ref to ['?']
#   REF_has_member: object — Ref to ['?']
#   REF_hasCategory: object — Ref to ['Target_Behavior_Category', 'Target_Behavior_Category']
#   REF_hasMetric: object — Ref to ['Metric', 'Metric']
#   REF_isAccomplishedWith: object — Ref to ['Activity_Loop', 'Activity_Loop']
#   REF_isPartOfEngagementLoop: object — Ref to ['Engagement_Loop', 'Engagement_Loop']
#   REF_has_domain: object — Ref to ['?']
#   REF_strategicTutoring: object — Ref to ['Strategy', 'Strategy']
#   REF_associatedDomain: object — Ref to ['?']
#   REF_hasDomains: object — Ref to ['?']
#   REF_hasEloRating: object — Ref to ['?']
#   REF_hasLevel: object — Ref to ['?']
#   REF_hasSubDomain: object — Ref to ['?']
#   REF_has_Domain: object — Ref to ['?']
#   REF_isComposedByContext: object — Ref to ['?']
#   REF_isComposedByCurriculum: object — Ref to ['?']
#   REF_isComposedByDepth: object — Ref to ['?']
#   REF_isSubDomainOf: object — Ref to ['?']
#   REF_hasContext: object — Ref to ['?']
#   REF_isChildOfCurriculum: object — Ref to ['?']
#   REF_isComposedByLaterality: object — Ref to ['?']
#   REF_isParentOfCurriculum: object — Ref to ['?']
#   REF_hasBug: object — Ref to ['?']
#   REF_hasCatalogue: object — Ref to ['?']
#   REF_hasConcept: object — Ref to ['?']
#   REF_hasConceptualKnowledge: object — Ref to ['?']
#   REF_hasConsistency: object — Ref to ['?']
#   REF_hasContent: object — Ref to ['?']
#   REF_hasCurriculum: object — Ref to ['?']
#   REF_hasCurriculumInformation: object — Ref to ['?']
#   REF_hasDiscrepancy: object — Ref to ['?']
#   REF_hasDomain: object — Ref to ['?']
#   REF_hasError: object — Ref to ['?']
#   REF_hasExample: object — Ref to ['?']
#   REF_hasExplanation: object — Ref to ['?']
#   REF_hasKnowledgeUnit: object — Ref to ['?']
#   REF_hasLO: object — Ref to ['?']
#   REF_hasMisconception: object — Ref to ['?']
#   REF_hasPL: object — Ref to ['?']
#   REF_hasPedagogicalUnit: object — Ref to ['?']
#   REF_hasResource: object — Ref to ['?']
#   REF_hasSuperConceptualKnowledge: object — Ref to ['?']
#   REF_hasTags: object — Ref to ['?']
#   REF_has_MissConception: object — Ref to ['?']
#   REF_isComposedByProblem: object — Ref to ['?']
#   REF_fillBlanksHasOption: object — Ref to ['?']
#   REF_hasEvaluation: object — Ref to ['?']
#   REF_has_Context: object — Ref to ['?']
#   REF_has_Depth: object — Ref to ['?']
#   REF_has_Diagnosis: object — Ref to ['?']
#   REF_has_MethodStep: object — Ref to ['?']
#   REF_has_Problems: object — Ref to ['?']
#   REF_has_Questions: object — Ref to ['?']
#   REF_has_Resolution: object — Ref to ['?']
#   REF_has_ResolutionMethod: object — Ref to ['?']
#   REF_has_comments: object — Ref to ['?']
#   REF_has_discursiveOption: object — Ref to ['?']
#   REF_has_hint: object — Ref to ['?']
#   REF_isChildOfHint: object — Ref to ['?']
#   REF_isParentOfHint: object — Ref to ['?']
#   REF_matched_To: object — Ref to ['?']
#   REF_multipleChoiceHasOption: object — Ref to ['?']
#   REF_related_Curriculum: object — Ref to ['?']
#   REF_trueOrFalseHasOption: object — Ref to ['?']
# ─── Data rows below (delete this line) ───────────────────────
id,archetypeBehavior,archetypeBrainRegion,archetypeChemicalMessenger,archetypeLikes,time,value,desiredPoints,domain,description,importanceLevel,issue,hasPG,hasPS,hasPT,ckType,cluster,difficulty,precedence,rate,totalWeight,weight,hasCalculations,hasSuggestedTags,has_Answers,has_Epoch,has_Knowledge,has_token,superKC,OptionAnswer,comment,context,corrected,currentOperation,developmentStatus,duration,enabled,endDate,error,exercise,hint,item,level,methodDescription,methodStep,methodname,multipleChoiceAnswer,numberOfFavorites,numberOfViews,order,posting_date,posting_hour,question,resolution,size,startDate,stepName,stepOrder,subjects,submmitedDate,term,title,tokenized_statement,type_Test,REF_account_of,REF_has_member,REF_hasCategory,REF_hasMetric,REF_isAccomplishedWith,REF_isPartOfEngagementLoop,REF_has_domain,REF_strategicTutoring,REF_associatedDomain,REF_hasDomains,REF_hasEloRating,REF_hasLevel,REF_hasSubDomain,REF_has_Domain,REF_isComposedByContext,REF_isComposedByCurriculum,REF_isComposedByDepth,REF_isSubDomainOf,REF_hasContext,REF_isChildOfCurriculum,REF_isComposedByLaterality,REF_isParentOfCurriculum,REF_hasBug,REF_hasCatalogue,REF_hasConcept,REF_hasConceptualKnowledge,REF_hasConsistency,REF_hasContent,REF_hasCurriculum,REF_hasCurriculumInformation,REF_hasDiscrepancy,REF_hasDomain,REF_hasError,REF_hasExample,REF_hasExplanation,REF_hasKnowledgeUnit,REF_hasLO,REF_hasMisconception,REF_hasPL,REF_hasPedagogicalUnit,REF_hasResource,REF_hasSuperConceptualKnowledge,REF_hasTags,REF_has_MissConception,REF_isComposedByProblem,REF_fillBlanksHasOption,REF_hasEvaluation,REF_has_Context,REF_has_Depth,REF_has_Diagnosis,REF_has_MethodStep,REF_has_Problems,REF_has_Questions,REF_has_Resolution,REF_has_ResolutionMethod,REF_has_comments,REF_has_discursiveOption,REF_has_hint,REF_isChildOfHint,REF_isParentOfHint,REF_matched_To,REF_multipleChoiceHasOption,REF_related_Curriculum,REF_trueOrFalseHasOption
targetBehavior_0011,exploratory,amygdala,acetylcholine,Chemistry,63.34,10.86,desiredPoints_value_759,Mathematics,completion_rate,hard,Unit confusion,hasPG_value_833,hasPS_value_663,hasPT_value_841,typeA,cluster_5,hard,precedence_value_109,0.08,0.189,0.787,hasCalculations_value_342,hasSuggestedTags_value_268,has_Answers_value_357,has_Epoch_value_164,has_Knowledge_value_338,has_token_value_712,superKC_value_321,OptionAnswer_value_100,Very clear,context_value_796,corrected_value_399,currentOperation_value_328,paused,96,enabled_value_629,2023-09-08,Formula inversion,exercise_value_311,Sample hint text #869,item_value_617,hard,error_rate,methodStep_value_849,methodname_77,multipleChoiceAnswer_value_671,numberOfFavorites_value_897,numberOfViews_value_181,14,2023-03-17,2023-10-26,Sample question text #494,resolution_value_380,size_value_693,2023-08-05,stepName_08,7,Data Science,2023-02-10,data_science,Introduction to Literature,Sample tokenized_statement text #876,typeA,,,,metric_0013|metric_0039,,engagementLoop_0006,,strategy_0013|strategy_0004|strategy_0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0012,achiever,cerebellum,norepinephrine,Computer Science,3.91,65.89,desiredPoints_value_833,Mathematics,correct_answers,easy,Concept conflation,hasPG_value_580,hasPS_value_132,hasPT_value_229,typeB,cluster_1,easy,precedence_value_265,0.303,0.059,0.096,hasCalculations_value_108,hasSuggestedTags_value_229,has_Answers_value_676,has_Epoch_value_433,has_Knowledge_value_260,has_token_value_435,superKC_value_554,OptionAnswer_value_980,Challenging but rewarding,context_value_56,corrected_value_898,currentOperation_value_984,paused,95,enabled_value_546,2023-09-15,Concept conflation,exercise_value_322,Sample hint text #552,item_value_951,easy,time_on_task,methodStep_value_614,methodname_13,multipleChoiceAnswer_value_146,numberOfFavorites_value_660,numberOfViews_value_822,15,2023-08-20,2023-01-11,Sample question text #196,resolution_value_985,size_value_688,2023-09-24,stepName_64,11,Physics,2023-12-23,economics,Critical Thinking,Sample tokenized_statement text #853,typeC,,,,metric_0028|metric_0034,,engagementLoop_0006|engagementLoop_0009,,strategy_0004|strategy_0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0013,achiever,striatum,acetylcholine,Biology,23.2,51.38,desiredPoints_value_888,Mathematics,hint_usage,easy,Unit confusion,hasPG_value_684,hasPS_value_977,hasPT_value_833,typeA,cluster_2,expert,precedence_value_747,0.686,0.94,0.887,hasCalculations_value_651,hasSuggestedTags_value_309,has_Answers_value_127,has_Epoch_value_804,has_Knowledge_value_9,has_token_value_843,superKC_value_271,OptionAnswer_value_785,Needs more examples,context_value_966,corrected_value_211,currentOperation_value_834,completed,6,enabled_value_35,2023-12-28,Causal reversal,exercise_value_565,Sample hint text #397,item_value_374,expert,completion_rate,methodStep_value_714,methodname_89,multipleChoiceAnswer_value_195,numberOfFavorites_value_962,numberOfViews_value_229,9,2023-09-16,2023-09-03,Sample question text #631,resolution_value_235,size_value_306,2023-03-03,stepName_09,10,Computer Science,2023-11-10,literature,Advanced Mathematics,Sample tokenized_statement text #323,typeB,,,,metric_0022,,engagementLoop_0001|engagementLoop_0003|engagementLoop_0009,,strategy_0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0014,social,hippocampus,acetylcholine,Biology,86.45,17.75,desiredPoints_value_232,Chemistry,score,expert,Concept conflation,hasPG_value_979,hasPS_value_158,hasPT_value_259,typeB,cluster_4,easy,precedence_value_474,0.274,0.228,0.637,hasCalculations_value_210,hasSuggestedTags_value_725,has_Answers_value_39,has_Epoch_value_41,has_Knowledge_value_788,has_token_value_341,superKC_value_932,OptionAnswer_value_393,Challenging but rewarding,context_value_278,corrected_value_127,currentOperation_value_877,paused,24,enabled_value_502,2023-04-09,Off-by-one error,exercise_value_401,Sample hint text #579,item_value_857,expert,attempt_count,methodStep_value_270,methodname_15,multipleChoiceAnswer_value_233,numberOfFavorites_value_793,numberOfViews_value_187,13,2023-04-23,2023-12-01,Sample question text #935,resolution_value_875,size_value_880,2023-11-04,stepName_41,2,Economics,2023-11-25,philosophy,Introduction to History,Sample tokenized_statement text #135,typeC,,,,metric_0026|metric_0006|metric_0016,,engagementLoop_0005,,strategy_0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0015,cooperative,striatum,dopamine,History,66.76,78.8,desiredPoints_value_43,Biology,streak_count,expert,Off-by-one error,hasPG_value_509,hasPS_value_169,hasPT_value_635,typeB,cluster_2,easy,precedence_value_421,0.14,0.457,0.772,hasCalculations_value_344,hasSuggestedTags_value_127,has_Answers_value_142,has_Epoch_value_588,has_Knowledge_value_379,has_token_value_847,superKC_value_120,OptionAnswer_value_630,Very clear,context_value_691,corrected_value_701,currentOperation_value_150,pending,47,enabled_value_556,2023-07-16,Concept conflation,exercise_value_738,Sample hint text #248,item_value_123,expert,error_rate,methodStep_value_661,methodname_20,multipleChoiceAnswer_value_485,numberOfFavorites_value_526,numberOfViews_value_436,7,2023-12-23,2023-05-18,Sample question text #949,resolution_value_452,size_value_835,2023-07-25,stepName_47,13,Data Science,2023-02-05,economics,Introduction to Physics,Sample tokenized_statement text #957,typeB,,,,metric_0048|metric_0055|metric_0045,,engagementLoop_0006|engagementLoop_0004,,strategy_0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0016,survivor,cerebellum,norepinephrine,Biology,7.91,85.66,desiredPoints_value_343,Literature,correct_answers,expert,Causal reversal,hasPG_value_567,hasPS_value_702,hasPT_value_346,typeC,cluster_4,easy,precedence_value_217,0.268,0.113,0.946,hasCalculations_value_134,hasSuggestedTags_value_623,has_Answers_value_151,has_Epoch_value_648,has_Knowledge_value_550,has_token_value_702,superKC_value_863,OptionAnswer_value_533,Good explanation,context_value_9,corrected_value_277,currentOperation_value_173,completed,75,enabled_value_645,2023-11-11,Causal reversal,exercise_value_186,Sample hint text #260,item_value_462,expert,attempt_count,methodStep_value_706,methodname_46,multipleChoiceAnswer_value_297,numberOfFavorites_value_989,numberOfViews_value_364,2,2023-09-11,2023-06-09,Sample question text #554,resolution_value_531,size_value_907,2023-06-20,stepName_66,2,Literature,2023-10-02,history,Introduction to Computer Science,Sample tokenized_statement text #594,typeC,,,,metric_0006|metric_0008,,engagementLoop_0010|engagementLoop_0009|engagementLoop_0010,,strategy_0015|strategy_0020|strategy_0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0017,competitive,striatum,dopamine,Chemistry,78.84,57.98,desiredPoints_value_954,Mathematics,progress_ratio,hard,Concept conflation,hasPG_value_315,hasPS_value_50,hasPT_value_354,typeC,cluster_2,easy,precedence_value_580,0.526,0.617,0.187,hasCalculations_value_1,hasSuggestedTags_value_815,has_Answers_value_790,has_Epoch_value_509,has_Knowledge_value_477,has_token_value_511,superKC_value_199,OptionAnswer_value_53,Challenging but rewarding,context_value_979,corrected_value_918,currentOperation_value_516,active,47,enabled_value_236,2023-01-06,Concept conflation,exercise_value_226,Sample hint text #212,item_value_208,expert,engagement_score,methodStep_value_460,methodname_08,multipleChoiceAnswer_value_354,numberOfFavorites_value_145,numberOfViews_value_578,16,2023-10-05,2023-06-08,Sample question text #554,resolution_value_315,size_value_104,2023-12-25,stepName_19,15,Philosophy,2023-11-04,algebra,Introduction to Computer Science,Sample tokenized_statement text #147,typeB,,,,metric_0058,,engagementLoop_0005,,strategy_0003|strategy_0014|strategy_0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0018,achiever,amygdala,dopamine,History,75.79,42.24,desiredPoints_value_498,History,completion_rate,medium,Off-by-one error,hasPG_value_132,hasPS_value_688,hasPT_value_847,typeA,cluster_1,hard,precedence_value_309,0.651,0.31,0.921,hasCalculations_value_771,hasSuggestedTags_value_359,has_Answers_value_16,has_Epoch_value_150,has_Knowledge_value_694,has_token_value_306,superKC_value_775,OptionAnswer_value_418,Could be improved,context_value_75,corrected_value_19,currentOperation_value_695,active,54,enabled_value_852,2023-09-03,Off-by-one error,exercise_value_507,Sample hint text #105,item_value_253,expert,engagement_score,methodStep_value_695,methodname_75,multipleChoiceAnswer_value_867,numberOfFavorites_value_762,numberOfViews_value_502,8,2023-01-20,2023-11-21,Sample question text #343,resolution_value_963,size_value_98,2023-12-10,stepName_82,13,Mathematics,2023-08-07,calculus,Advanced Physics,Sample tokenized_statement text #177,typeA,,,,metric_0006|metric_0032,,engagementLoop_0006|engagementLoop_0010|engagementLoop_0001,,strategy_0020|strategy_0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0019,competitive,prefrontal,dopamine,Computer Science,55.58,95.47,desiredPoints_value_986,Data Science,streak_count,medium,Causal reversal,hasPG_value_775,hasPS_value_318,hasPT_value_205,typeB,cluster_1,hard,precedence_value_346,0.365,0.033,0.156,hasCalculations_value_17,hasSuggestedTags_value_258,has_Answers_value_245,has_Epoch_value_85,has_Knowledge_value_935,has_token_value_164,superKC_value_542,OptionAnswer_value_446,Challenging but rewarding,context_value_893,corrected_value_436,currentOperation_value_439,paused,61,enabled_value_354,2023-07-10,Formula inversion,exercise_value_917,Sample hint text #625,item_value_991,medium,correct_answers,methodStep_value_248,methodname_27,multipleChoiceAnswer_value_782,numberOfFavorites_value_155,numberOfViews_value_36,19,2023-05-17,2023-12-04,Sample question text #417,resolution_value_520,size_value_860,2023-06-07,stepName_11,19,Philosophy,2023-11-20,mathematics,Critical Thinking,Sample tokenized_statement text #538,typeB,,,,metric_0009,,engagementLoop_0003|engagementLoop_0004,,strategy_0011|strategy_0004|strategy_0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0020,social,prefrontal,oxytocin,Chemistry,26.65,38.99,desiredPoints_value_552,Algebra,time_on_task,easy,Unit confusion,hasPG_value_993,hasPS_value_707,hasPT_value_802,typeB,cluster_3,medium,precedence_value_342,0.772,0.508,0.517,hasCalculations_value_180,hasSuggestedTags_value_244,has_Answers_value_145,has_Epoch_value_793,has_Knowledge_value_272,has_token_value_648,superKC_value_204,OptionAnswer_value_640,Very clear,context_value_855,corrected_value_585,currentOperation_value_443,pending,96,enabled_value_688,2023-08-22,Formula inversion,exercise_value_219,Sample hint text #972,item_value_153,medium,engagement_score,methodStep_value_161,methodname_33,multipleChoiceAnswer_value_886,numberOfFavorites_value_905,numberOfViews_value_606,6,2023-10-06,2023-11-03,Sample question text #253,resolution_value_237,size_value_142,2023-05-01,stepName_51,3,Economics,2023-07-22,philosophy,Advanced Literature,Sample tokenized_statement text #296,typeB,,,,metric_0046,,engagementLoop_0009|engagementLoop_0005,,strategy_0017|strategy_0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0021,competitive,amygdala,acetylcholine,Philosophy,35.85,52.38,desiredPoints_value_392,Physics,correct_answers,easy,Sign error,hasPG_value_284,hasPS_value_990,hasPT_value_228,typeC,cluster_5,easy,precedence_value_160,0.765,0.56,0.047,hasCalculations_value_328,hasSuggestedTags_value_886,has_Answers_value_402,has_Epoch_value_174,has_Knowledge_value_86,has_token_value_614,superKC_value_454,OptionAnswer_value_277,Very clear,context_value_447,corrected_value_49,currentOperation_value_307,pending,12,enabled_value_305,2023-03-09,Off-by-one error,exercise_value_296,Sample hint text #150,item_value_710,expert,attempt_count,methodStep_value_385,methodname_20,multipleChoiceAnswer_value_433,numberOfFavorites_value_73,numberOfViews_value_892,13,2023-01-09,2023-07-10,Sample question text #253,resolution_value_28,size_value_900,2023-12-01,stepName_57,6,History,2023-08-13,literature,Critical Thinking,Sample tokenized_statement text #11,typeB,,,,metric_0028|metric_0010|metric_0048,,engagementLoop_0010,,strategy_0011|strategy_0014|strategy_0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0022,social,amygdala,acetylcholine,Literature,37.98,72.18,desiredPoints_value_801,Biology,engagement_score,expert,Causal reversal,hasPG_value_494,hasPS_value_933,hasPT_value_808,typeA,cluster_3,medium,precedence_value_917,0.257,0.483,0.312,hasCalculations_value_709,hasSuggestedTags_value_74,has_Answers_value_181,has_Epoch_value_867,has_Knowledge_value_552,has_token_value_684,superKC_value_504,OptionAnswer_value_656,Very clear,context_value_789,corrected_value_942,currentOperation_value_992,active,22,enabled_value_773,2023-12-17,Sign error,exercise_value_437,Sample hint text #999,item_value_109,medium,hint_usage,methodStep_value_855,methodname_92,multipleChoiceAnswer_value_598,numberOfFavorites_value_628,numberOfViews_value_888,18,2023-08-15,2023-10-19,Sample question text #615,resolution_value_865,size_value_294,2023-11-27,stepName_65,3,Philosophy,2023-05-23,calculus,Introduction to Physics,Sample tokenized_statement text #417,typeC,,,,metric_0016|metric_0023|metric_0049,,engagementLoop_0002|engagementLoop_0003,,strategy_0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0023,exploratory,hippocampus,oxytocin,Literature,47.22,98.45,desiredPoints_value_147,Geography,mastery_level,expert,Concept conflation,hasPG_value_985,hasPS_value_273,hasPT_value_534,typeA,cluster_1,expert,precedence_value_872,0.16,0.46,0.942,hasCalculations_value_397,hasSuggestedTags_value_356,has_Answers_value_938,has_Epoch_value_402,has_Knowledge_value_631,has_token_value_199,superKC_value_645,OptionAnswer_value_876,Could be improved,context_value_804,corrected_value_802,currentOperation_value_549,paused,119,enabled_value_325,2023-02-06,Off-by-one error,exercise_value_345,Sample hint text #270,item_value_114,hard,completion_rate,methodStep_value_515,methodname_04,multipleChoiceAnswer_value_747,numberOfFavorites_value_496,numberOfViews_value_514,14,2023-05-15,2023-08-01,Sample question text #117,resolution_value_431,size_value_969,2023-10-13,stepName_18,1,Data Science,2023-03-22,biology,Introduction to Literature,Sample tokenized_statement text #390,typeA,,,,metric_0004|metric_0052,,engagementLoop_0008|engagementLoop_0008,,strategy_0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0024,social,cerebellum,oxytocin,Geography,94.52,68.96,desiredPoints_value_960,Biology,attempt_count,hard,Sign error,hasPG_value_375,hasPS_value_666,hasPT_value_954,typeA,cluster_2,easy,precedence_value_319,0.359,0.8,0.812,hasCalculations_value_225,hasSuggestedTags_value_725,has_Answers_value_565,has_Epoch_value_363,has_Knowledge_value_860,has_token_value_618,superKC_value_951,OptionAnswer_value_373,Needs more examples,context_value_298,corrected_value_837,currentOperation_value_880,active,48,enabled_value_871,2023-01-02,Unit confusion,exercise_value_848,Sample hint text #324,item_value_808,easy,xp_earned,methodStep_value_814,methodname_03,multipleChoiceAnswer_value_751,numberOfFavorites_value_409,numberOfViews_value_659,13,2023-07-01,2023-06-18,Sample question text #526,resolution_value_46,size_value_593,2023-06-19,stepName_21,9,Biology,2023-10-21,statistics,Advanced Chemistry,Sample tokenized_statement text #88,typeB,,,,metric_0021|metric_0006|metric_0032,,engagementLoop_0005,,strategy_0012|strategy_0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0025,cooperative,hippocampus,dopamine,Literature,54.29,39.05,desiredPoints_value_995,Statistics,error_rate,medium,Concept conflation,hasPG_value_624,hasPS_value_684,hasPT_value_963,typeC,cluster_2,easy,precedence_value_264,0.615,0.606,0.912,hasCalculations_value_910,hasSuggestedTags_value_445,has_Answers_value_881,has_Epoch_value_673,has_Knowledge_value_604,has_token_value_678,superKC_value_874,OptionAnswer_value_97,Could be improved,context_value_494,corrected_value_566,currentOperation_value_114,pending,38,enabled_value_692,2023-09-23,Sign error,exercise_value_990,Sample hint text #394,item_value_823,easy,xp_earned,methodStep_value_800,methodname_09,multipleChoiceAnswer_value_324,numberOfFavorites_value_248,numberOfViews_value_572,8,2023-04-13,2023-07-25,Sample question text #655,resolution_value_869,size_value_792,2023-05-10,stepName_76,7,History,2023-08-23,history,Introduction to Computer Science,Sample tokenized_statement text #54,typeA,,,,metric_0023|metric_0019,,engagementLoop_0005|engagementLoop_0008,,strategy_0018|strategy_0002|strategy_0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0026,social,hippocampus,dopamine,Algebra,32.91,35.01,desiredPoints_value_576,Statistics,score,expert,Off-by-one error,hasPG_value_611,hasPS_value_393,hasPT_value_315,typeC,cluster_1,hard,precedence_value_450,0.511,0.849,0.418,hasCalculations_value_781,hasSuggestedTags_value_792,has_Answers_value_750,has_Epoch_value_996,has_Knowledge_value_78,has_token_value_483,superKC_value_955,OptionAnswer_value_558,Needs more examples,context_value_693,corrected_value_973,currentOperation_value_638,paused,114,enabled_value_99,2023-05-24,Causal reversal,exercise_value_483,Sample hint text #233,item_value_18,expert,hint_usage,methodStep_value_944,methodname_70,multipleChoiceAnswer_value_737,numberOfFavorites_value_30,numberOfViews_value_154,15,2023-10-16,2023-12-23,Sample question text #717,resolution_value_138,size_value_968,2023-08-07,stepName_02,4,Calculus,2023-10-20,literature,Advanced Geography,Sample tokenized_statement text #809,typeC,,,,metric_0051|metric_0048,,engagementLoop_0005|engagementLoop_0004,,strategy_0019|strategy_0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0027,survivor,striatum,norepinephrine,Economics,58.2,69.27,desiredPoints_value_549,History,time_on_task,expert,Concept conflation,hasPG_value_303,hasPS_value_847,hasPT_value_311,typeA,cluster_5,easy,precedence_value_684,0.392,0.523,0.106,hasCalculations_value_311,hasSuggestedTags_value_383,has_Answers_value_478,has_Epoch_value_913,has_Knowledge_value_590,has_token_value_363,superKC_value_356,OptionAnswer_value_971,Could be improved,context_value_832,corrected_value_882,currentOperation_value_740,paused,30,enabled_value_567,2023-02-11,Causal reversal,exercise_value_435,Sample hint text #735,item_value_463,expert,streak_count,methodStep_value_135,methodname_68,multipleChoiceAnswer_value_83,numberOfFavorites_value_353,numberOfViews_value_953,14,2023-02-07,2023-11-01,Sample question text #129,resolution_value_809,size_value_643,2023-04-28,stepName_21,16,Calculus,2023-07-07,philosophy,Introduction to Chemistry,Sample tokenized_statement text #404,typeC,,,,metric_0040|metric_0020|metric_0037,,engagementLoop_0006|engagementLoop_0007|engagementLoop_0005,,strategy_0014|strategy_0010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
targetBehavior_0028,survivor,striatum,norepinephrine,Philosophy,90.75,29.55,desiredPoints_value_880,Computer Science,score,easy,Causal reversal,hasPG_value_958,hasPS_value_494,hasPT_value_365,typeA,cluster_3,easy,precedence_value_595,0.432,0.986,0.574,hasCalculations_value_655,hasSuggestedTags_value_633,has_Answers_value_452,has_Epoch_value_791,has_Knowledge_value_646,has_token_value_859,superKC_value_353,OptionAnswer_value_117,Good explanation,context_value_823,corrected_value_498,currentOperation_value_324,paused,32,enabled_value_842,2023-05-27,Unit confusion,exercise_value_60,Sample hint text #423,item_value_52,medium,score,methodStep_value_36,methodname_76,multipleChoiceAnswer_value_104,numberOfFavorites_value_908,numberOfViews_value_393,6,2023-07-20,2023-07-20,Sample question text #985,resolution_value_430,size_value_946,2023-08-06,stepName_99,15,Algebra,2023-09-23,calculus,Introduction to Computer Science,Sample tokenized_statement text #220,typeA,,,,metric_0049,,engagementLoop_0006,,strategy_0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
