source,total,approved,rejected,mean_score,max_score,n_direct,approval_rate
Inheritance_vs_Composition,11,6,5,0.33837592857239734,0.5073717823633763,0,0.545
Static_Keyword,11,6,5,0.3368757445625357,0.45738619906584055,0,0.545
This_Keyword,11,6,5,0.33687278998320536,0.4573855264536355,0,0.545
Constructors,11,6,5,0.3368716373529011,0.45738525911994654,0,0.545
Polymorphism,11,6,5,0.33674243840275286,0.5455513125862479,0,0.545
GameElementResource,11,6,5,0.33564832621701823,0.3631874130041617,0,0.545
Arguments_and_parameters,11,6,5,0.3351735242735842,0.5488230363588603,0,0.545
Class_Methods_and_Constructors,11,6,5,0.33459728763127655,0.47565914834878126,0,0.545
Task_about_Inheritance,11,6,5,0.3345288267306275,0.4880471403670784,0,0.545
Task_about_Class_Methods_and_Constructors,11,6,5,0.3321478780317269,0.4594793165226214,0,0.545
Function_Types,11,6,5,0.33051016634193714,0.4456414487466688,0,0.545
o,11,6,5,0.3297336841915139,0.4270123658386751,0,0.545
Task_about_Polymorphism,11,6,5,0.32944475429074555,0.5457342053353428,0,0.545
GamifiedResource,11,6,5,0.32712010650900614,0.34379152141105407,0,0.545
Level_Up,10,5,5,0.3259775685759957,0.4876310674691611,0,0.5
Agent,11,6,5,0.3258582720418251,0.3391518102638392,0,0.545
Graphical_User_Interface,11,6,5,0.325801316302201,0.4760340050191552,0,0.545
Resource,11,6,5,0.32571428569324057,0.3348603274257652,0,0.545
Java_FX,11,6,5,0.32532026181782187,0.4464192120226159,0,0.545
Event_Handler_and_Listener,11,6,5,0.3235509077830085,0.44057082660514935,0,0.545
Teacher,11,6,5,0.3228217022569398,0.33668022643299367,0,0.545
Exception_Handling,11,6,5,0.3226806434450649,0.44200286741051553,0,0.545
Class_attributes_and_functions,11,6,5,0.32223544254148734,0.45119333242826737,0,0.545
Parent_classes,11,6,5,0.32162574226055646,0.49432252740978105,0,0.545
t,11,6,5,0.320453310101485,0.34099208062113123,0,0.545
True,11,6,5,0.32016180887257556,0.3404411287108024,0,0.545
Static_functions,11,6,5,0.3177445760176561,0.4500417257416932,0,0.545
Person,11,6,5,0.31159605887413544,0.3384187319477993,0,0.545
containsGameElement,11,6,5,0.3092216942336189,0.34822219776550234,0,0.545
Input_and_Output_Stream,11,6,5,0.3081726138649788,0.4382607581535762,0,0.545
Files,11,6,5,0.305105145100504,0.4207410255386836,0,0.545
Try_and_Catch,11,6,5,0.3043005680836647,0.4198506876255608,0,0.545
Exceptions,11,6,5,0.3034988819761502,0.41935273960900343,0,0.545
Task_about_GUI,11,6,5,0.30212083824096025,0.4425550346348115,0,0.545
GUI_Elements,11,6,5,0.30177343044985183,0.470830756250123,0,0.545
SimpleResource,11,6,5,0.29940636299319134,0.33265313231523486,0,0.545
nonNegativeInteger,11,6,5,0.2990923309444536,0.3906182541391559,0,0.545
Arrays,11,6,5,0.2987947398045971,0.4243062075311933,0,0.545
gep,11,6,5,0.29836980085636594,0.3398268577083265,0,0.545
3.16.0,11,6,5,0.2934822471771109,0.5624685616068819,2,0.545
e,11,6,5,0.2888769882598926,0.34097773410508603,0,0.545
Tiny_stash,10,5,5,0.2848315397076319,0.5115068040566517,0,0.5
BLockGame,10,5,5,0.28426878725724297,0.46201536753358285,0,0.5
Stash,10,5,5,0.2812323301199594,0.46234912094801883,0,0.5
Delimiters,11,6,5,0.28092611776606563,0.40683041803664,0,0.545
Exception_Types,11,6,5,0.27959204433414625,0.40475870503963307,0,0.545
LevelGE,11,6,5,0.279260988387146,0.6539301874468488,1,0.545
Event_Types,11,6,5,0.27795898157618143,0.3982538220555375,0,0.545
RFK_L1_R6,11,6,5,0.267722644304529,0.42841127408037466,0,0.545
Array_of_instances,11,6,5,0.2669419244565736,0.4113710954793861,0,0.545
res,11,6,5,0.26310719681033345,0.33660484327045853,0,0.545
Leaderboard,11,6,5,0.2606816200237998,0.34106115076691806,0,0.545
has_PlayingStyle,11,6,5,0.2584508594907921,0.3449432171726023,0,0.545
hasExperience,11,6,5,0.2575417579213656,0.32953704942542983,0,0.545
experienceLevel,11,6,5,0.2560841321716438,0.3444686121019766,0,0.545
hasObjective,11,6,5,0.25452039309730634,0.3430770096208405,0,0.545
CreativeWork,11,6,5,0.252713260439696,0.3293249137981277,0,0.545
GamificationExperience,11,6,5,0.25179719941548095,0.33214164936471674,0,0.545
Task_about_Exception_Handling,11,6,5,0.2511630342036583,0.34826909728696304,0,0.545
Task_about_Input_and_Output_Streams,11,6,5,0.25085314973447786,0.347121847334502,0,0.545
BehaviouralObjective,11,6,5,0.24990664757984007,0.33909779987374944,0,0.545
has_Priority,11,6,5,0.24816200921014667,0.3395091725851604,0,0.545
Participation,11,6,5,0.24463194752384565,0.42785458753432437,0,0.545
r,11,6,5,0.24082038102932724,0.3322748518600147,0,0.545
RF_GE_STash,11,6,5,0.23926266146118336,0.5538406648165873,1,0.545
hasLearningStyle,11,6,5,0.23688488450180523,0.33752816355078286,0,0.545
Events,11,6,5,0.23574971396653055,0.33178272812768106,0,0.545
RF_GE_BloackGame,11,6,5,0.23496289908181725,0.5367874702213496,1,0.545
RFK_GE_TinyStash,11,6,5,0.22895207485262645,0.5377097302752006,1,0.545
"Learners receive points for their actions, visualise their progress, compete with others through a leaderboard, and unlock content based on their individual needs and experiences.",11,6,5,0.22709226606404476,0.5100011824792786,1,0.545
block_xp,11,6,5,0.22709226606404476,0.5100011824792786,1,0.545
Level Up XP,11,6,5,0.22709226606404476,0.5100011824792786,1,0.545
Literal,11,6,5,0.22675505213614452,0.31606726953718445,0,0.545
Audience,11,6,5,0.22175512432673003,0.3320112854233658,0,0.545
Lesson,11,6,5,0.22115865811982782,0.3327179245302927,0,0.545
Points,11,6,5,0.21987074430606401,0.31710486952123856,0,0.545
block_stash,11,6,5,0.21942135434886337,0.5072314713002765,1,0.545
"Enables teachers to create items that students can collect, providing an interactive experience where students find items across the course.",11,6,5,0.21942135434886337,0.5072314713002765,1,0.545
2.1.1,11,6,5,0.21942135434886337,0.5072314713002765,1,0.545
3.0.0,11,6,5,0.21658110091466518,0.5012655936489385,1,0.545
Allows the user to choose or change their avatar at any time.,11,6,5,0.21658110091466518,0.5012655936489385,1,0.545
block_game,11,6,5,0.21658110091466518,0.5012655936489385,1,0.545
ReferenceKey1,11,6,5,0.21553610374467772,0.3536452544504446,0,0.545
RF_GE_Motrain,11,6,5,0.21393222253787036,0.49051381847328085,1,0.545
RFK_L1_R1,11,6,5,0.21342524716685818,0.32867311268276844,0,0.545
Tiny Stash,11,6,5,0.21213088546193568,0.49979853743499186,1,0.545
tiny_stash,11,6,5,0.21213088546193568,0.49979853743499186,1,0.545
A companion plugin for block_stash. This allows you to create items and trades from the TinyMCE editor to be inserted into the activities in your course,11,6,5,0.21213088546193568,0.49979853743499186,1,0.545
exercisse of lesson 2 Classes and Objects,11,6,5,0.21137335146344502,0.3094490396898216,0,0.545
Assessment,11,6,5,0.21137335146344502,0.3094490396898216,0,0.545
JavaFunctions,11,6,5,0.21126849704073938,0.3035690875221738,0,0.545
SpatialThing,11,6,5,0.21077701278739294,0.3115376822664315,0,0.545
PO1,11,6,5,0.2095620960636936,0.3435625592322228,0,0.545
effectively_use_the_built-in_data_types,11,6,5,0.20955617831003168,0.3435625592322228,0,0.545
recognizing_the_properties_of_the_built-in_data_types,11,6,5,0.20955617831003168,0.3435625592322228,0,0.545
OOPTeachers,11,6,5,0.2087698238695155,0.3121918047218375,0,0.545
hasBehaviouralObjective,11,6,5,0.2087226293151556,0.3204591504151833,0,0.545
Learner,11,6,5,0.2070824273140968,0.3109309318597985,0,0.545
Knowledge,11,6,5,0.20557121502968137,0.30095471244024724,0,0.545
RFK_L1_R4,11,6,5,0.20532378932864703,0.31961597687150245,0,0.545
stringEqualIgnoreCase,11,6,5,0.2045247691528904,0.3555372242239749,0,0.545
RFK_L1_R5,11,6,5,0.20000693039152506,0.30566686350784517,0,0.545
RFK_L1_R2,11,6,5,0.19869210648011626,0.3203669326487948,0,0.545
leçon 2 du cours Programmation Orientée Objet,11,6,5,0.19859088417683593,0.27038715612426384,0,0.545
_:b72,11,6,5,0.19848889888690216,0.3224742839846202,0,0.545
Adam,11,6,5,0.19506477985204973,0.27126358415755303,0,0.545
Creating_linked_screens,11,6,5,0.19447502240587866,0.28756707095892264,0,0.545
RFK_L1_R3,11,6,5,0.19414330196659269,0.32326209044698384,0,0.545
Audience_A,11,6,5,0.19382854128139773,0.2889953583085491,0,0.545
Lecturing,11,6,5,0.1924958826719653,0.30833098883656457,0,0.545
_:b273,11,6,5,0.19199694962869707,0.33897748867288063,0,0.545
IK2,11,6,5,0.19170144600801464,0.3340471913280142,0,0.545
_:b116,11,6,5,0.19095732679905705,0.3383883917835284,0,0.545
_:b125,11,6,5,0.19095732679905705,0.3383883917835284,0,0.545
IK_GE_LevelUp,11,6,5,0.1905459738741785,0.3401413579990675,0,0.545
IK_GE_stash,11,6,5,0.1901623212302607,0.3260117286553951,0,0.545
Essential,11,6,5,0.1900826098890983,0.3040415857246323,0,0.545
Built-in Data Types,11,6,5,0.1900826098890983,0.3040415857246323,0,0.545
IK_GE_BlockGame,11,6,5,0.19004676385029318,0.30626630886716855,0,0.545
IK_GE_TinyStash,11,6,5,0.1899511744884843,0.30740545631505894,0,0.545
IK_GE_Motrain,11,6,5,0.18992218727056479,0.26237984315733826,0,0.545
taskJavaBasics,11,6,5,0.1895372313654602,0.2554842419985086,0,0.545
_:b71,11,6,5,0.187565374054962,0.2866009368381798,0,0.545
bonus material for lesson 1 java basics,11,6,5,0.18728868017481448,0.30947776357717355,0,0.545
RFK_L4_R3,11,6,5,0.18673829218072233,0.32647427068835183,0,0.545
DataTypes,11,6,5,0.1863230685182203,0.2633299317513904,0,0.545
l,11,6,5,0.18406431366385334,0.2877236741942999,0,0.545
b,11,6,5,0.18397148628126928,0.28761003234727467,0,0.545
startingPage,11,6,5,0.18387810777579514,0.30099873744619277,0,0.545
Space,11,6,5,0.18335476867543601,0.28854983592264805,0,0.545
gel,11,6,5,0.18300908068848531,0.28926538950729586,0,0.545
JavaIf,11,6,5,0.18292124405036783,0.2465976368020562,0,0.545
JavaVariables,11,6,5,0.18269606907233982,0.2562831516229475,0,0.545
_:b148,11,6,5,0.18184197344347106,0.31161996692349136,0,0.545
InputPole,11,6,5,0.1810830859307758,0.2874461702809613,0,0.545
PerceptionPole,11,6,5,0.1810830859307758,0.2874461702809613,0,0.545
Objective,11,6,5,0.1806705294040277,0.27834160964046406,0,0.545
equal,11,6,5,0.1788318630311542,0.2848046772066765,0,0.545
_:b263,11,6,5,0.17752609094355357,0.3053012708741062,0,0.545
has_TeachingLanguage,11,6,5,0.1771720964708294,0.24898580381116547,0,0.545
has_TranslationLanguage,11,6,5,0.1771720964708294,0.24898580381116547,0,0.545
JavaForWhile,11,6,5,0.17649604620834933,0.22991040230385182,0,0.545
JavaStrings,11,6,5,0.1763198708827356,0.2466427454986211,0,0.545
hasPart,11,6,5,0.1761350154991761,0.28200968373872415,0,0.545
_:b85,11,6,5,0.17552252899902657,0.31161996692349136,0,0.545
_:b264,11,6,5,0.17552252899902657,0.31161996692349136,0,0.545
_:b177,11,6,5,0.17552252899902657,0.31161996692349136,0,0.545
_:b199,11,6,5,0.17552252899902657,0.31161996692349136,0,0.545
_:b166,11,6,5,0.17552252899902657,0.31161996692349136,0,0.545
_:b155,11,6,5,0.17552252899902657,0.31161996692349136,0,0.545
_:b245,11,6,5,0.17552252899902657,0.31161996692349136,0,0.545
_:b74,11,6,5,0.1755225283036391,0.31161996692349136,0,0.545
_:b275,11,6,5,0.1755225283036391,0.31161996692349136,0,0.545
_:b63,11,6,5,0.1755225283036391,0.31161996692349136,0,0.545
_:b117,11,6,5,0.17552252830363904,0.3116199627511662,0,0.545
_:b108,11,6,5,0.17552252830363904,0.3116199627511662,0,0.545
has_LearningPace,11,6,5,0.17536655065069917,0.24898581841430345,0,0.545
has_Rating,11,6,5,0.17536655065069917,0.24898581841430345,0,0.545
has_TotalCompletionHours,11,6,5,0.17536655065069917,0.24898581841430345,0,0.545
has_TotalEnrollment,11,6,5,0.17536655065069917,0.24898581841430345,0,0.545
JavaMultiInheritance,11,6,5,0.17520873571533516,0.2555533133093596,0,0.545
Princeton_University,11,6,5,0.17462376928278245,0.22553757418889492,0,0.545
_:b254,11,6,5,0.17422292077455973,0.30439932084916044,0,0.545
has_host,11,6,5,0.17400204706181974,0.2871537463153382,0,0.545
_:b207,11,6,5,0.17373443018768087,0.30530127504643134,0,0.545
_:b274,11,6,5,0.1737344242768869,0.3053012708741062,0,0.545
Beginner,11,6,5,0.17349465704935788,0.23653492810567633,0,0.545
_:b154,11,6,5,0.1733129492642613,0.2605041239163818,0,0.545
Lesson 1 of course Object oriented programming,11,6,5,0.17237669059441338,0.2312424956143389,0,0.545
_:b240,11,6,5,0.17210845434054534,0.3013777419049664,0,0.545
_:b107,11,6,5,0.17120665380067812,0.30530127504643134,0,0.545
TaskJavaInheritance,11,6,5,0.17105165214623216,0.21741069395966245,0,0.545
JavaExceptionTypes,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaExceptions,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaEvents,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaEventTypes,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaFX,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaDelimiters,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaTaskEventHandlerListener,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaTryCatch,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaOverriding,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaGUILinkedScreens,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaIOStreams,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaOverloading,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaGUIElements,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaOverloadedConstructors,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaArithmeticOperations,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
TaskJavaPolymorphism,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaEventListener,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaArgumentsParameters,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
TaskJavaGUI,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
TaskJavaExceptions,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaFiles,11,6,5,0.17047355973248168,0.21879058893063125,0,0.545
JavaArrays,11,6,5,0.1704065811542993,0.21886812350805634,0,0.545
JavaStaticFunctions,11,6,5,0.17036477547136789,0.21876620464648205,0,0.545
TaskJavaClassesMethod,11,6,5,0.17027256967880133,0.21911010741075215,0,0.545
JavaStatic,11,6,5,0.1702717043787688,0.21910800165836786,0,0.545
JavaThis,11,6,5,0.17027128384536871,0.2191069765705207,0,0.545
JavaConstructors,11,6,5,0.17027111305094209,0.21910655923773562,0,0.545
TaskJavaClassesObjects,11,6,5,0.17026968583358706,0.21910308428500835,0,0.545
JavaAccessModifiers,11,6,5,0.17026910735756365,0.21910167649969392,0,0.545
JavaPackages,11,6,5,0.17026886349971548,0.21910108050406457,0,0.545
JavaArrayOfInstances,11,6,5,0.17026875987319337,0.21910082831617317,0,0.545
JavaClassInstance,11,6,5,0.170268714618015,0.21910072156668134,0,0.545
JavaClassAttributesFunctions,11,6,5,0.1702636371778756,0.21965604297753416,0,0.545
LegalDocument,11,6,5,0.17015958532079586,0.27922120519621507,0,0.545
_:b164,11,6,5,0.169965127161516,0.24336885235272207,0,0.545
JavaSingleInheritance,11,6,5,0.16980852954446957,0.21629060828667773,0,0.545
Task_about_Event_Handler_and_Listener,11,6,5,0.16978905999032393,0.23326610797164793,0,0.545
JavaParentClass,11,6,5,0.16968744397075286,0.2147047124636114,0,0.545
JavaExtend,11,6,5,0.16960882600437685,0.21511972802352364,0,0.545
JavaSuper,11,6,5,0.16960123168556784,0.21623040733945859,0,0.545
JavaInheritanceComposition,11,6,5,0.16951881297967167,0.21537567968609284,0,0.545
_:b151,11,6,5,0.16936469096177323,0.2591875633931464,0,0.545
_:b227,11,6,5,0.1693646843555918,0.2591875633931464,0,0.545
_:b134,11,6,5,0.1693646843555918,0.2591875633931464,0,0.545
_:b145,11,6,5,0.1693646843555918,0.2591875633931464,0,0.545
_:b216,11,6,5,0.1693646843555918,0.2591875633931464,0,0.545
_:b213,11,6,5,0.16927248839088235,0.2594292885129815,0,0.545
_:b224,11,6,5,0.16927248839088235,0.2594292885129815,0,0.545
_:b142,11,6,5,0.16927248839088235,0.2594292885129815,0,0.545
_:b131,11,6,5,0.16927248839088235,0.2594292885129815,0,0.545
_:b280,11,6,5,0.16880329986572948,0.3026036537795902,0,0.545
_:b68,11,6,5,0.16880329986572948,0.3026036537795902,0,0.545
_:b79,11,6,5,0.16880329986572948,0.3026036537795902,0,0.545
_:b250,11,6,5,0.16880329986572948,0.3026036537795902,0,0.545
_:b175,11,6,5,0.1676788996441012,0.234146348209885,0,0.545
Sara_12,11,6,5,0.16672569958942243,0.22538408870803273,0,0.545
Error1,11,6,5,0.16650403301935945,0.26621425829793627,0,0.545
_:b150,11,6,5,0.1651872134402394,0.2640580376435051,0,0.545
Expert,11,6,5,0.16482305007831485,0.21289885188047802,0,0.545
_:b83,11,6,5,0.1622239426694229,0.2820130572440121,0,0.545
_:b284,11,6,5,0.1622239426694229,0.2820130572440121,0,0.545
JavafunctionTypes,11,6,5,0.1620010627752261,0.19337400193052812,0,0.545
_:b261,11,6,5,0.16199589677383647,0.2817922887419707,0,0.545
_:b197,11,6,5,0.16199137705862868,0.28178154924008914,0,0.545
bonus resource for lesson 5 Class Methods and Constructors,11,6,5,0.16134703130877384,0.2999165018395866,0,0.545
ressource bonus pour la leçon 5 Méthodes et constructeurs de classe,11,6,5,0.16134703130877384,0.2999165018395866,0,0.545
RFK_L4_R2,11,6,5,0.16033538816912293,0.25402723304788205,0,0.545
_:b102,11,6,5,0.16033496288145213,0.26586725635507197,0,0.545
_:b100,11,6,5,0.16033408691529347,0.2658658534530164,0,0.545
RFK_L4_R4,11,6,5,0.1603052821964944,0.25422723789935364,0,0.545
has_URL,11,6,5,0.15709922771852688,0.24407928856372488,0,0.545
Adam_Phil,11,6,5,0.1563225261946014,0.1963606421919757,0,0.545
_:b221,11,6,5,0.1561490140210695,0.2477491606895263,0,0.545
_:b139,11,6,5,0.1561490140210695,0.2477491606895263,0,0.545
_:b149,11,6,5,0.1561490140210695,0.2477491606895263,0,0.545
_:b210,11,6,5,0.1561490140210695,0.2477491606895263,0,0.545
_:b128,11,6,5,0.1561490140210695,0.2477491606895263,0,0.545
RFK_L4_R7,11,6,5,0.15611429517079384,0.22045936322274906,0,0.545
hasKnowledge,11,6,5,0.15601083389742457,0.24194050677371653,0,0.545
hasGamificationExperience,11,6,5,0.15589991804397055,0.2417524306046123,0,0.545
_:b236,11,6,5,0.15508100126258859,0.26417038670873644,0,0.545
_:b237,11,6,5,0.15508100126258859,0.26417038670873644,0,0.545
_:b231,11,6,5,0.15508100126258859,0.26417038670873644,0,0.545
_:b232,11,6,5,0.15508100126258859,0.26417038670873644,0,0.545
_:b190,11,6,5,0.15508100091489482,0.26417038670873644,0,0.545
_:b247,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b87,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b241,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b119,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b266,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b277,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b242,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b157,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b110,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b168,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b179,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b201,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b76,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b65,11,6,5,0.15507610232912827,0.2640580376435051,0,0.545
_:b214,11,6,5,0.15506983792017104,0.2548961355278475,0,0.545
_:b132,11,6,5,0.15506983792017104,0.2548961355278475,0,0.545
_:b143,11,6,5,0.15506983792017104,0.2548961355278475,0,0.545
_:b225,11,6,5,0.15506983792017104,0.2548961355278475,0,0.545
_:b135,11,6,5,0.15505006385756118,0.2561395701686701,0,0.545
_:b217,11,6,5,0.15505006385756118,0.2561395701686701,0,0.545
_:b228,11,6,5,0.15505006385756118,0.2561395701686701,0,0.545
_:b146,11,6,5,0.15505006385756118,0.2561395701686701,0,0.545
_:b152,11,6,5,0.15505006350986741,0.2561395701686701,0,0.545
RFK_L3_R1,11,6,5,0.1548847317472203,0.2117497937880861,0,0.545
_:b126,11,6,5,0.15448893101509126,0.2382709122520434,0,0.545
_:b208,11,6,5,0.15448893101509126,0.2382709122520434,0,0.545
_:b137,11,6,5,0.15448893101509126,0.2382709122520434,0,0.545
_:b219,11,6,5,0.15448893101509126,0.2382709122520434,0,0.545
_:b229,11,6,5,0.1543937205960353,0.25929983612892615,0,0.545
_:b218,11,6,5,0.1543937205960353,0.25929983612892615,0,0.545
_:b147,11,6,5,0.15439372024834155,0.2592998403012513,0,0.545
_:b136,11,6,5,0.15439371990064776,0.25929983612892615,0,0.545
_:b153,11,6,5,0.15439368652204669,0.25929982569811333,0,0.545
_:b70,11,6,5,0.1541415847469922,0.265598699274033,0,0.545
RFK_L4_R1,11,6,5,0.15375915663627174,0.2149374759101434,0,0.545
RFK_L4_R5,11,6,5,0.15374633265504128,0.21535041678127098,0,0.545
_:b34,11,6,5,0.15372008402833232,0.2631369158652197,0,0.545
_:b40,11,6,5,0.15371165370028914,0.2631154453838427,0,0.545
_:b46,11,6,5,0.15370807076263107,0.26310631792744577,0,0.545
_:b51,11,6,5,0.15370654697538258,0.2631024410233924,0,0.545
_:b54,11,6,5,0.15363295345290273,0.26268160667351026,0,0.545
_:b20,11,6,5,0.15363295345290273,0.26268160667351026,0,0.545
_:b28,11,6,5,0.15350658574441567,0.2629540878490488,0,0.545
_:b186,11,6,5,0.15350111887586973,0.2616451872534337,0,0.545
_:b22,11,6,5,0.1533670727446039,0.26236528255668334,0,0.545
RFK_L4_R6,11,6,5,0.15335243014350172,0.2131556289874087,0,0.545
_:b43,11,6,5,0.15327968563756741,0.261442240979121,0,0.545
_:b106,11,6,5,0.1532723921626479,0.26142361840818884,0,0.545
offersCourse,11,6,5,0.1531026195479104,0.18989184444878787,0,0.545
hasTargetAudience,11,6,5,0.15305356404243098,0.1897741857162416,0,0.545
_:b223,11,6,5,0.15233375006884695,0.23983761083378002,0,0.545
_:b130,11,6,5,0.15233375006884695,0.23983761083378002,0,0.545
_:b212,11,6,5,0.15233375006884695,0.23983761083378002,0,0.545
_:b141,11,6,5,0.15233375006884695,0.23983761083378002,0,0.545
RFK_L3_R6,11,6,5,0.1521165755652221,0.19653594576551014,0,0.545
_:b103,11,6,5,0.1516097077373101,0.2564477807406231,0,0.545
_:b259,11,6,5,0.15160810482664946,0.25644368520829075,0,0.545
_:b272,11,6,5,0.15158466475461893,0.25591710150097396,0,0.545
_:b173,11,6,5,0.15143857540898303,0.2656146712600056,0,0.545
_:b162,11,6,5,0.15143857540898303,0.2656146712600056,0,0.545
hasInputPole,11,6,5,0.15130159269098717,0.24388883635243155,0,0.545
hasPerceptionPole,11,6,5,0.15130157808784916,0.24388883009394383,0,0.545
_:b194,11,6,5,0.15128618205972322,0.2549166209870657,0,0.545
_:b161,11,6,5,0.15127817125350437,0.2548961355278475,0,0.545
_:b123,11,6,5,0.15127817125350437,0.2548961355278475,0,0.545
_:b281,11,6,5,0.15127817125350437,0.2548961355278475,0,0.545
_:b80,11,6,5,0.15127817125350437,0.2548961355278475,0,0.545
_:b172,11,6,5,0.15127817125350437,0.2548961355278475,0,0.545
_:b114,11,6,5,0.15127817125350437,0.2548961355278475,0,0.545
_:b183,11,6,5,0.15127817125350437,0.2548961355278475,0,0.545
_:b205,11,6,5,0.15127817125350437,0.2548961355278475,0,0.545
RFK_L2_R7,11,6,5,0.1512107528979195,0.19312756007062754,0,0.545
_:b215,11,6,5,0.15091676984437327,0.2603374428018211,0,0.545
_:b144,11,6,5,0.15091676984437327,0.2603374428018211,0,0.545
_:b226,11,6,5,0.150916768801292,0.2603374428018211,0,0.545
_:b133,11,6,5,0.150916768801292,0.2603374428018211,0,0.545
_:b174,11,6,5,0.15083200041285139,0.2527338841988631,0,0.545
RFK_L2_R6,11,6,5,0.1508033835547767,0.19343704249473923,0,0.545
RFK_L2_R5,11,6,5,0.1508025603100802,0.1934351825632978,0,0.545
RFK_L2_R4,11,6,5,0.15080221208464364,0.19343439921995326,0,0.545
RFK_L2_R3,11,6,5,0.15080206470848978,0.19343406530055274,0,0.545
RFK_L2_R2,11,6,5,0.15080200550252107,0.19343393249083754,0,0.545
