node_id,label,importance_score,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
matchColumnAnswer_0009,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
discursiveOption_0001,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
multipleChoiceOption_0016,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
daredevil_0003,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
resolution_0003,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
resourceWeight_0008,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
course_0001,individual,0.011599760449553503,0.13817412,0.94551384,0.6223949,-0.035405386,-0.032803208,0.781077,-0.28541204,0.08644765,4.050691e-22,1.159037e-15,-7.1573684e-23,-1.8941739e-22,-3.065186e-19,-2.8589887e-17,-9.401928e-24,-2.4833578e-17
categoryEnjoyment_0003,individual,0.10155893195232134,4.611835,0.38878226,-0.78960556,0.0035406372,0.05171745,-0.97837985,-1.2036686,-2.5183032,1.4263376e-22,1.0306994e-15,-3.2305217e-23,-7.968943e-23,-3.4979757e-19,-2.5168547e-17,-3.7989017e-24,-2.1841054e-17
domainModel_0005,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
targetBehavior_0035,individual,0.011599760449553503,0.13817412,0.94551384,0.6223949,-0.035405386,-0.032803208,0.781077,-0.28541204,0.08644765,4.050691e-22,1.159037e-15,-7.1573684e-23,-1.8941739e-22,-3.065186e-19,-2.8589887e-17,-9.401928e-24,-2.4833578e-17
context_0003,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
badges_0004,individual,0.03479928134866051,1.2442174,1.2735726,2.6539233,-0.2121217,-0.07104033,3.1963377,-1.028611,0.17099503,1.9376922e-21,1.3446863e-15,-3.8299538e-22,-7.689156e-22,1.8759231e-19,-3.4525093e-17,3.0882705e-24,-2.903667e-17
question_0009,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
winStates_0005,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
activity_0013,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
multipleChoiceOption_0012,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
knowledgeUnit_0012,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
avatars_0005,individual,0.0038665868165178342,-0.23050696,0.83616084,-0.054781213,0.023500085,-0.020057498,-0.024009971,-0.037679132,0.058265176,-1.0580528e-22,1.095878e-15,3.2233563e-23,3.679768e-24,-4.6928526e-19,-2.6612923e-17,-1.3427467e-23,-2.3367364e-17
studentModel_0013,individual,0.0077331736330356685,-0.0461664,0.8908374,0.28380683,-0.0059526362,-0.026430352,0.37853348,-0.16154559,0.07235639,1.4973529e-22,1.1242427e-15,-1.9670064e-23,-9.286881e-23,-3.8632374e-19,-2.7607517e-17,-1.1207902e-23,-2.4084831e-17
achiever_0005,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
gifting_0005,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
hint_0004,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
water,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
resource_0010,individual,0.014442681174862842,0.2432181,0.70716333,-0.5066414,0.047160055,-0.010658001,-0.5676722,-0.22085223,0.11254741,-3.2538203e-22,1.0816607e-15,1.04298986e-22,9.5970666e-23,-5.4696884e-19,-2.5844841e-17,-2.3377565e-23,-2.2906185e-17
statement_0012,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
uRIResource_0008,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
leftColumn_0001,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
brainHex_0006,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
resolution_0006,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
option_0019,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
yeeRelationship_0002,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
metric_0059,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
player_0017,individual,0.027066107715624843,0.87553626,1.1642196,1.9767472,-0.15321627,-0.058294613,2.3912508,-0.7808779,0.1428126,1.4268178e-21,1.2910116e-15,-2.7918815e-22,-5.758185e-22,2.0785033e-20,-3.2483902e-17,-9.372677e-25,-2.756804e-17
strategy_0003,individual,0.0439915988369205,1.9183048,0.82747006,0.512171,-0.06744403,0.015047757,0.6235917,-0.30248085,-0.58211654,6.084199e-22,1.1043952e-15,-3.7117554e-22,-2.504884e-22,-2.1300702e-19,-2.7381369e-17,9.2229856e-23,-2.360991e-17
resolution_0008,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
resolution_0012,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
targetBehavior_0009,individual,0.011599760449553503,0.13817412,0.94551384,0.6223949,-0.035405386,-0.032803208,0.781077,-0.28541204,0.08644765,4.050691e-22,1.159037e-15,-7.1573684e-23,-1.8941739e-22,-3.065186e-19,-2.8589887e-17,-9.401928e-24,-2.4833578e-17
metric_0007,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
question_0012,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
bugMisconception_0002,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
behaviouralKnowledge_0020,individual,0.01551500381331304,0.3349147,0.715584,-0.47210455,0.045798842,-0.005699617,-0.5308871,-0.15038952,-0.20889734,-2.9565348e-22,1.0636272e-15,7.809101e-23,7.968141e-23,-5.28653e-19,-2.5486356e-17,-1.684786e-23,-2.2773594e-17
item_0002,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
matchColumnAnswer_0010,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
targetBehavior_0008,individual,0.02355545211399424,1.2089134,1.0605122,1.3341553,-0.1412758,0.03212748,1.621446,0.51203084,0.36664686,1.0584261e-21,1.1115375e-15,-9.062757e-22,-4.0242657e-22,-5.1107302e-20,-2.812369e-17,2.6572268e-22,-2.3979465e-17
resourceList_0005,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
concept_0002,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
question_0003,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
course_0006,individual,0.011599760449553503,0.13817412,0.94551384,0.6223949,-0.035405386,-0.032803208,0.781077,-0.28541204,0.08644765,4.050691e-22,1.159037e-15,-7.1573684e-23,-1.8941739e-22,-3.065186e-19,-2.8589887e-17,-9.401928e-24,-2.4833578e-17
instrutionalPlan_0003,individual,0.0077331736330356685,-0.0461664,0.8908374,0.28380683,-0.0059526362,-0.026430352,0.37853348,-0.16154559,0.07235639,1.4973529e-22,1.1242427e-15,-1.9670064e-23,-9.286881e-23,-3.8632374e-19,-2.7607517e-17,-1.1207902e-23,-2.4084831e-17
behaviouralKnowledge_0011,individual,0.006002174105841219,-0.13287136,0.75336117,-0.43192852,0.05036081,-0.011488267,-0.47582966,-0.022923417,0.007849574,-3.4091105e-22,1.0624846e-15,8.7023083e-23,9.541581e-23,-5.450947e-19,-2.5501616e-17,-1.7451288e-23,-2.2682962e-17
resolutionMethod_0003,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
statement_0001,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
methodStep_0009,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
depth_0004,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
metric_0018,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
option_0007,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
playerAction_0018,individual,0.0038665868165178342,-0.23050696,0.83616084,-0.054781213,0.023500085,-0.020057498,-0.024009971,-0.037679132,0.058265176,-1.0580528e-22,1.095878e-15,3.2233563e-23,3.679768e-24,-4.6928526e-19,-2.6612923e-17,-1.3427467e-23,-2.3367364e-17
metric_0047,individual,0.004222518031405065,-0.20156148,0.76655334,-0.40554115,0.050805118,-0.0104911905,-0.4447619,0.041901857,-0.095077716,-3.374814e-22,1.0555457e-15,7.652033e-23,9.134741e-23,-5.4128306e-19,-2.5338986e-17,-1.4442762e-23,-2.2533884e-17
metric_0024,individual,0.013094671552079874,0.24149616,0.7335253,-0.43621773,0.0464031,-0.004343593,-0.48863506,-0.062227152,-0.34887844,-2.9098918e-22,1.0536526e-15,6.380727e-23,7.4148375e-23,-5.2335903e-19,-2.5255963e-17,-1.2756272e-23,-2.2570306e-17
sDTAutonomy_0002,individual,0.017157020536785684,0.44860005,0.71978164,-0.44601467,0.044295397,-0.001060396,-0.50404733,-0.10067835,-0.4973936,-2.6702285e-22,1.0501511e-15,5.5245166e-23,6.46945e-23,-5.1272387e-19,-2.5213765e-17,-1.1281235e-23,-2.2469688e-17
trueOrFalseOption_0003,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
achiever_0002,individual,0.0,-0.4148475,0.78148437,-0.3933693,0.052952807,-0.013684643,-0.42655346,0.08618732,0.04417396,-3.6113906e-22,1.0599523e-15,8.4137165e-23,1.00435126e-22,-5.52189e-19,-2.5369792e-17,-1.5647031e-23,-2.2651924e-17
